category,date,contents,title
모두의공원,2014-12-26,"노트4인가요? 초광대역 LTE-A라네요.. 통신, 외에 다른게 같으면 뭐 별 의미가 -_-; 울트라,엘티이에이 와 길기도 길다 ca3지원 한다는 그놈이군요 화룡810 달려다 ap상태가 바보라서 엑시 그대로...",<span>노트시리즈도 통수맞을 줄이야</span>
모두의공원,2014-12-20,"상주 인력도 향후 GS타워로 옮길 것으로 예상된다. 아마존웹서비스코리아는 지난 9월 KT(030200), SK, 등 국내 통신사와 인터넷데이터센터(IDC) 공간 임대차 계약을 체결하는 등 국내기업과의 사업제휴...","<span>아마존, 한국 진출 본격화?</span>"
모두의공원,2014-12-17,"sk, 10년 넘게 이용 중인데 올해 말에 약정 끝나면서 7만원 상품권 받고 그냥 재약정 했었는데 skb에 기가인터넷이 추가된다는 말을 듣고 처음에 조회했더니 안된다 해서 까먹고 있다가.. 오늘 조회해...",<span>기가인터넷을 쓰고싶어도 못쓰네요</span>
모두의공원,2014-08-08,"그 어떤 차를 타더라도 티맵은 선택이 아닌 필수인거 같네여 ㄷㄷㄷ 2. sk텔레콤 3회선 묶음 - sk, + sk인터넷 = 만원 이것도 은근히 괜찮더라구여 3. 멜론 익스트링 sk텔레콤 lte 요금제를 사용...",<span>제가 SK텔레콤을 못 벗어 나는 이유</span>
모두의공원,2014-07-31,"삶의 낙을 잃어버린 느낌이네요... 노트북인데 랜카드 문제없고 스피드테스트 해서 핑4에 업다운로드 평균 96메가 나오는데... 카스 서버가 이상한건지.. , 해외핑이ㅜ안좋다는게 사실인듯하네요.. from CV",<span>sk<b>브로드</b><b>밴드</b> 화가납니다</span>
모두의공원,2014-07-31,"도시형생활주택이고 에스케이,인가 그 인터넷 티비인데 비만오면 안나오네요...뭥미 요즘같은최첨단 아이티시대에 ㅠㅠ 하...적적한데뭘해야하나 싶네요",<span>비만오면 티비가 안나와요</span>
모두의공원,2014-07-31,"비오고나서 인터넷이 안되네요 ㅠㅠ 어쩔수없이 삼쥐태더링으로 클량하네요... KT 쓰시나요? 저도 어제밤부터 인터넷이 안되고있네요. -_-;;;; 집에가면 혹시나 될까싶어요.; 스크 , 쓰고있습니다 ㅠㅠ",<span>집인터넷 안되네요....</span>
모두의공원,2014-07-30,"국내 누리꾼들은 유튜브 동영상 서비스를 이용할 때 케이티(KT)·에스케이,(SKB)·엘지유플러스(LGU+) 같은 인터넷서비스 제공자(ISP·이하 통신사)의 네트워크를 경유한다. 다음·네이버의 동영상 서비스...",<span>유튜브에 밀리는 네이버·다음…“동영상 서비스 접어야 하나요”</span>
모두의공원,2014-10-23,"저는 ,를 쓰면서 매일 업로드 700KB의 속도로 업무 이메일을 보냅니다 항상 보낼때마다 짜증나는건... 중간에 끊어지면 다시 처음부터 보내야 한다는거죠... 그래도 만원에 티비랑 인터넷을 쓴다는...",<span>모두가 기가인터넷에 열광하지만</span>
모두의공원,2014-10-20,"설치 가능지역인데.. SK, 약정이 걸려있어서.. 흑흑.. SK이놈들아 기가 인터넷 빨리 도입해라 ㅜㅜ 기가는 안해도 되니 100메가라도 해줬으면 좋겠네요 ㅜㅜ 제가 사는 아파트는 50메가짜리입니다...",<span>기가 인터넷 ㅜㅜ sk<b>브로드</b><b>밴드</b> 이용자는 그냥 웁니다.</span>
모두의공원,2014-10-20,"인터넷 월 정액 ... 이거 마저 끊기면 진심 이민 고민 합니다... 몬 살아요 이런데서.. 정말 미친게 , 사업하면서 인터넷 , 아이티 강대국이다라고 전세계 일등이다 하면서 관련 뉴스가 정말 자주...",<span>이 나라에서 다른거 보다도</span>
모두의공원,2014-06-06,장난하니..; 기사 불러야겠는데 오늘 현충일.. A/S기사가 올련지 모르겠네요. #CLiOS 아파트시면 지하에 스위치 장비 껏다 켜보시길 ㅋㅋ 단독주택인게 함정(..) #CLiOS 헉 전 단독주택에 sk 인데 다운 40.4...,<span>흔한 SK<b>브로드</b><b>밴드</b> 인터넷속도..</span>
모두의공원,2014-06-04,서울 강남지역인데 인터넷 잘 안되는데 저만 그런건가요? 후...왜이러지 ㅜㅜ 간만에 집에 혼자있는데..,<span>sk<b>브로드</b><b>밴드</b> 쓰시는분 있으세요?</span>
모두의공원,2014-10-30,http://www.bodnara.co.kr/bbs/article.html?num=114277,"<span>[새소식] SK<b>브로드</b><b>밴드</b> 'B 기가인터넷' 서비스 출시, 하루 100GB 제한은 동일 : 클리앙</span>"
모두의공원,2014-10-30,KT 처럼 100GB 후 속도제한을 대놓고 명시해 놓지는 않았는데 아마 똑같겠죠 -_-; 단지 KT가 부분 종량제 시도로 구설수에 오르니 눈치보여서 홈페이지에 써 놓지 않은거 같은데 흠.... 가격하고 모든게...,<span>SK <b>브로드</b><b>밴드</b> 기가 인터넷 요금제가 홈페이지에 공식적으로 나왔군요;</span>
모두의공원,2014-10-30,"제한되어 있는데, KT와 마찬가지로 하루에 100GB를 넘어가면 속도가 제한된다.. 다른점이라면.. SK,는 B 기가 인터넷 출시기념으로, 올해 말까지 10년 이상 장기우수 고객이 기가인터넷 서비스를 신청...",<span>SKBB도 기가비트 나왔는데 일 100기가 제한이 있군요..</span>
모두의공원,2014-10-30,"http://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=105&oid=018&aid=0003105518 SK,의 기가인터넷 서비스 요금은 3년 약정시 부가세 별도로 ‘B기가 인터넷 라이트(500Mbps)’는 월 3만원, ‘B...",<span>sk도 기가인터넷 출시했네요</span>
모두의공원,2014-10-29,사는 곳에 들어오는 SK 인터넷이 다운은 100메가인데 업이 10메가인 비대칭이라서 대칭회선이 들어오는 KT 로 갈아탔고 SK 인터넷은 해지를 할려고 생각했습니다.. 원래는 온가족할인 50% 때문에 해지를...,<span>SK <b>브로드</b><b>밴드</b> 쓰다가 KT 로 갈아타고 해지를 할려고 했는데....</span>
모두의공원,2014-07-25,"땡기네요..가격도 좋고.. 변팔 가입해야할듯.. 공중급유기로 잘못봤어요 요번에 펌웨어 업글하니 끊김증상 대부분 사라진 것 같네요 저도 66하나 질렀어요.. SK,의 공유기 쓰다간 암걸릴거 같아요.. ㅜ.ㅜ",<span>고급 공유기 세계에 입문...AC68U 구입했어요.</span>
모두의공원,2014-07-16,"먼저 삼성 갤럭시 에스 파이브 광대역 엘티이 에이 18글자 영어로 읽었을때 삼성 갤럭시에스 파이브 , 엘티이 에이 20글자 영어로 약자없이 읽었을때 삼성 갤럭시 에스 파이브 , 롱텀...",<span>갤광파는 이름이 더럽게 기네요...</span>
모두의공원,2014-07-08,"모바일 ,(WWAN) 웹 브라우징 기준으로 찾고있는데... 아난드텍은 5나 5S나 8시간이 넘는다고 나오는데... 아이라운지의 리뷰에서는 5시간반 정도 간다고 나오는군요... 5시간 넘는것도 길긴 한데...",<span>5S 배터리 라이프 찾아보고있는데 들쑥날쑥 하군요...</span>
모두의공원,2014-07-06,인터넷도 Btv도 다 먹통이네요. 괜히 공유기 탓인가 하고 예전거로 바꿔보고 했는데 티비를 켜니 딱 인터넷 연결 오류가 뜨네요. 아우 짱나 from CV,<span>당진 SK<b>브로드</b><b>밴드</b> 먹통이네요. : 클리앙</span>
모두의공원,2014-07-04,"인터넷 신청하고 설치까지 거의 2-3달 걸렸던 것 같아요. 모뎀으로 버텼던 기억이... 저도 6기가 ,로 연명한 기억이 있죠 ㅠㅠ 아 그리구 제가 일 찾고있을때 한국 LS산전에서 와서 광케이블 깔고...",<span>호주생활 이모저모</span>
모두의공원,2014-10-18,"너무나... 너무나.. 비대칭.. ㅍㅍ 받는데만 올인하겠다!!! 이기적 토렌터가 되겠어요 sk , 인터넷 쓰는데 정말 스트레스네요 다운만 빨라요..ㄷㄷ",<span>이 속도를 볼때마다 익숙하지가 않아요..jpg</span>
모두의공원,2014-10-17,"사이트입니다. 현재 SKB, CJ에서 차단된상태이며 차차 확대될것으로 보입니다 zenmate 만 있으면?!?! , 만이라던데요?전 잘 됩니다 CJ막혔어요 우리나라에서 vpn은 필수죠! 헉 정말요? ㄷㄷㄷ 비츠눕...",<span>토렌트 검색 사이트 Bitsnoop 차단.</span>
모두의공원,2014-10-13,"7조8735억원에 달한다. 셀트리온 시총은 10일 현재 4조3798억원이다. 코스닥시장 시총 1위 기업은 SK,에 이어 2009년 1월 태웅, 같은 해 2월 셀트리온으로 바뀌었고 이번에 다음카카오로 변경된다...","<span>다음카카오, 14일 신주 상장…코스닥 시총 1위로</span>"
모두의공원,2014-10-13,"7조8735억원에 달한다. 셀트리온 시총은 10일 현재 4조3798억원이다. 코스닥시장 시총 1위 기업은 SK,에 이어 2009년 1월 태웅, 같은 해 2월 셀트리온으로 바뀌었고 이번에 다음카카오로 변경된다...","<span>다음카카오, 14일 신주 상장…코스닥 시총 1위로</span>"
모두의공원,2014-10-11,"제대로 알아봤습니다. 3G로 연결하신거 아니죠;;?from CV 미친거같습니다;; 참고로, 같은 지역인데 SK,는 양호하게 쓰고 있습니다. ＊ SK는 유투브가 너무 저질이라서 유플로 한건데 이러니 충격...",<span>아 서울대입구역 유플러스인터넷 속도 진짜 최악이네요.JPG</span>
모두의공원,2014-05-30, 인터넷 티비사용중입니다 간혈적으로 안되는 현상이 많고 5월 초에는 안되서 기사님 나와서 공유기 교체해줬는데 오늘 오후 부터 인터넷 티비 완젼 죽어버렸네오 106 통화 하니 내일 아침에나 기사...,<span>아 <b>브로드</b><b>밴드</b>...</span>
모두의공원,2014-05-28,"얼만지도, 글구 해지자체도 본인 아니면 못한다는군요. 해지 부서 전화연결도 무려 10분넘게 걸렸습니다. 쓰나봐라 SKB. 무료 번호 알려드립니다 , 080-828-2106 통화료 아까우니까요...^^ ㅋㅋ 감사합니다",<span>인터넷 해지하는거 무지 어렵네요</span>
모두의공원,2014-05-21,"몇년동안 SK 인터넷 사용하다가 월요일날 KT 인터넷+올레TV 로 바꿨습니다. 짜증나는게... 그날 저녁에 상담원이라고 남자가 전화와서 왜 바꾸냐 등등 자꾸 말해서 회의중이고, 이미 결정난거니까 전화주지...",<span>SK<b>브로드</b><b>밴드</b> 인터넷 짜증나 미치겠네요.</span>
모두의공원,2014-07-02,"그동안 해지방어를 통해 깎아왔던 인터넷 요금이 순식간에 원복되는 순간이였습니다. 차라리 이럴 바에 그동안 애증으로 써왔던 sk, 떠나고 다른 인터넷 가서 사은품 받고 2회선만 쓸까 고민중입니다. 췟",<span>Sk<b>브로드</b><b>밴드</b>에서 ip공유서비스 가입하라내요..</span>
모두의공원,2014-07-02,"그동안 해지방어를 통해 깎아왔던 인터넷 요금이 순식간에 원복되는 순간이였습니다. 차라리 이럴 바에 그동안 애증으로 써왔던 sk, 떠나고 다른 인터넷 가서 사은품 받고 2회선만 쓸까 고민중입니다. 췟",<span>Sk<b>브로드</b><b>밴드</b>에서 ip공유서비스 가입하라내요..</span>
모두의공원,2014-06-29,"툭하면 나오던 얘기라....특히 KT ㅎㅎㅎ 기사 중간에... 관련 업계의 반응은 엇갈린다. 에스케이,(SKB)와 엘지유플러스(LGU+) 등 동종 업체들은 “종량제가 도입되면 좋지만, 고객들의 반발을 살까봐 말...",<span>KT 아직도 정신 못차린것 같네요. 기가인터넷은 종량제 검토중이랍니다.</span>
모두의공원,2014-06-27,"sk , 자동이체 해지되었다고 전화하라네요. 정작 해지하고 Lg거 쓴지 1년이 넘는데, 이놈의 스팸인지, 소액사기건이지",<span>1588-9999?</span>
모두의공원,2014-06-13,"제가 사드렸다는거죠 ㅠㅜ 집이 케이블방송인데 삭제하면 아버지께서 번호를 외우셔서 눌러서 시청하십니다.. 이번에 이사가면 sk,로 바꿔서 아예 채널에 비번 걸어버려야겠어요 jtbc를 보셨음 좋겠네요 ㅠ",<span>아휴 조x티비.... 삭제안되나요</span>
모두의공원,2014-06-11,직접 고용과 주당 60시간 노동 등 관련 써놓고 집회하네요. 닭장차들이 안보이게 완전히 둘러싸고있네요. 개인적으로 노동자가 이기면 기업은 좀 불편해져도 국민이 행복한 나라가 될거라 생각합니다,<span>을지로 SK본사 사옥 앞에서 <b>브로드</b><b>밴드</b> 노동자 집회하네요.</span>
모두의공원,2014-09-26,"그래서 3년이었군요 with ClienS 대충한거죠... 3년간 통신사 주식으로 손실난 거 보충해야 겠네요. , , 슬슬 움직이는거 보니 그네타는 애가 인터넷을 너무 많이 해서 자기 욕한다고 하면 종량제로...","<span>스마트폰 보조금 30만 원', 무슨 근거로 정했나?</span>"
모두의공원,2014-09-26,"있네요... 뭔가 대란이터졌나;;; 전혀요 from CV 들어가지세요? SKBB/LGU 양쪽 회선 모두 접속이 안되는데... 접속이 매우 쾌적합니다;;; 휴포도 조용하구요 from CV sk,도 잘 접속 되는데요. DNS문제네요",<span>뽐뿌가 죽었나봐요...</span>
모두의공원,2014-09-23,"SK,, 5프로!!! KT서브마린 2프로!!! 그리고...이름을 밝힐 수 없는 x잡주 -8프로...................... 중요한건..., 22주....ㅋ kt서브마린 161주........... 이름을 밝힐 수 없는 x...",<span>제 일주일 주식 수익률 공개!!!</span>
모두의공원,2014-09-16,"http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=277&aid=0003330884 -KT·SK,, 셋톱박스 부족으로 가입자 모집 중단 및 지연 -UHD 방송 콘텐츠 부족도 심각 ---","<span>UHD방송 졸속출범, 보름 만에 개점휴업</span>"
모두의공원,2014-09-15,"지난번에 SK, 100메가 인터넷을 설치했다가 업로드 속도를 말안해서 (업로드가 3메가 인 상품이었다는..) 하루도안되 해지하고 위약금 발생 안되게 한다고 해서 사과받고 해지했는데. 오늘 카드에서...",<span>하~ SKT 요것들봐라..</span>
모두의공원,2014-05-08,저희부모님 집에 놀러갔더니 sk로 바꾸셨더라구요 sk에서 제공하는 공유기가 있는데.. 유선만 되고 무선은 안되길래(공유기에 무선부분은 불이 안 켜짐) 공유기 관리자 페이지 들어가서 설정을 바꾸려고...,<span>sk <b>브로드</b><b>밴드</b>는 공유기에서 wifi를 막는군요 ㄷㄷㄷ.</span>
모두의공원,2014-05-08,저희부모님 집에 놀러갔더니 sk로 바꾸셨더라구요 sk에서 제공하는 공유기가 있는데.. 유선만 되고 무선은 안되길래(공유기에 무선부분은 불이 안 켜짐) 공유기 관리자 페이지 들어가서 설정을 바꾸려고...,<span>sk <b>브로드</b><b>밴드</b>는 공유기에서 wifi를 막는군요 ㄷㄷㄷ.</span>
모두의공원,2014-05-04,"만원짜리 상품권 2장 동봉.. 4. 문제가 되니 앞으로는 편지를 안보내겠다고 함 진짜 가관이군요. sk , -_- 어디회사인가요? 어디일까요 ? 혹시 한국의 1위? 거기 그렇게 일이 많은 곳인가요? #CLiOS...","<span>kbs뉴스에 나온 자칭 ""세계최고의 회사""라는 통신사 가관이군요</span>"
모두의공원,2014-04-16,"sk, 3년약정이 얼마전에 끝나서 현재 요금은 19000원 정도 나옵니다. (인터넷만. Btv는 안봐서;) 약정끝나면 보통 현금받고 갈아타시나요? 요금이 싸지니 고민이네요.",<span>인터넷 3년 약정이 끝났네요</span>
모두의공원,2014-04-07,애 있는 유부들이라면 이게 무슨 뜻인지 아시겠죠 ㅡㅡ? 카피라이트에 4개 업체 들어가는건 보기 힘드니 볼 때마다 신기하저군요 빠지는 경우도 거의 없고요 I/O/E/S 라 쓰는 것도 봤습니다;; #CLiOS 뽀로로...,<span>아이코닉스/오콘/EBS/SK<b>브로드</b><b>밴드</b></span>
모두의공원,2014-03-11,"SK텔레콤과 LGU+ 고객 정보도 유출 44분전 | 아이뉴스24 | 미디어다음 자회사인 SK,의 고객 정보도 유출된 것으로 나타났다. 11일 업계에 따르면 부산 남부경찰서는 통신 3사와 SK,에서 1천...",<span>SK텔레콤과 LGU+ 고객 정보도 유출</span>
모두의공원,2014-06-10,"아직도 느리나 보네요. 전 그래서 1년전에 유플러스로 옮겨서 쾌작하게 보고 있어요. #CLiOS 이거 계속 클래임 넣어야 캐싱 서버라도 구축해 줍니다... 계속 고객센터에 항의 해야 합니다 - sk, 사용자",<span>요즘 KT 유튜브 환장하네요 ㅠㅠ</span>
모두의공원,2014-06-09,"유선은 아직 잘 모르겠는데 무선속도는 과연 좋군요. 그런데 070 집전화기가 안되는군요 ,인데 설정을 아무리 바꿔도 안되는군요. 전용으로 저렴한무선공유기 하나 더 달았는데 생각지 못했던 복병이군요.",<span>끝판 공유기라고 기능이 다 되는건 아니군요.</span>
모두의공원,2014-09-04,"헤헿... from CV K~B~S~ 한국 바~앙송~ 김비서 아닌가요? KFC는 코리아 후라이드 치킨 코리아 , 서프라이즈입니다. Korea Broadcast Service ㅋㅋㅋ Bang 이란 낱말이 별로 안 좋은 뜻으로도...",<span>KBS는 왜 KBS이게요?</span>
모두의공원,2014-08-29,"원래 sk, 섰었는데요. 가격도 비싼것 같고.. 화실도 좀 구린것 같구요. 사실 다른 iptv는 써보지 않아서 비교는 못해봤습니다만은.. 암튼 sk 쓰시는분들 만족하시나요? 차라리 이참에 현금지원이나 좀...",<span>iptv는 다들 뭐쓰시나요??</span>
모두의공원,2014-08-28,"각시탈이 다시보고싶어서 찾던와중에 놀라운걸 발견했네요 sk, 각시탈은 1,2화를 제외하고 유료입니다 하지만 외국인들이 볼수있게해놓은 각시탈 영어자막버젼 Bridal Mask는 영어자막이 나오고 모든...",<span>내국인은 호구</span>
모두의공원,2014-08-27,"IPTV도 애완견 전용 채널 도입..SKB 'DOGTV' 론칭 4시간전 | 머니투데이 | 미디어다음 SK, SK,는 애완견이 시청하는 'DOGTV'를 채널 30번의 실시간 유료방송으로 서비스한다고 28...",<span>IPTV도 애완견 전용 채널 도입..SKB 'DOGTV' 론칭</span>
모두의공원,2014-08-17,"T, 사용중입니다만... 요새 점점 막장이다 싶더라니 360p마저 버퍼링... 한 5초보면 10초 버퍼링합니다 ㅡㅡ; 유플러스 인터넷 써면서 유투브 볼때 참 좋다싶습니다. from CV 원룸에서 계약해둔 공짜...",<span>유튜브 360p도 버퍼링이 심각하게 걸리는군요...</span>
모두의공원,2014-08-11,"신규 가입합니다 그러면서 받는 사은품이 꽤 쏠쏠해요 장기 가입자들은 진짜 봉이에요 봉 스크 , 인터넷+itpv+집전화 14000원정도 나옵니다. 여기다 온가족 할인해서 명당20000만원도 안나와요. 종합...",<span>LGU+ 인터넷을 8년썼는데</span>
모두의공원,2014-04-04,"조건 봐왔지만 kt기변이 sk기변보다 낫다고 생각해본 적이 한 번도 없었어요; from CV 온가족신공엔 , 오래된 인터넷 사오기 신공이 있습니다!! 맨땅에서 시작해도 온가족이 낫습니다 ＊ 저는 아버지와...",<span>.</span>
모두의공원,2014-03-31,인터넷은 되는데 토렌트만!!! 왤까여 몇일전부터 계속 그러네요 토렌트 속도만 40kb 컴 문젠가 했더니 까페오니 또 잘됨 ㅜ 에잇 갈아타야지 #CLiOS 토렌트는 애초에 막기도 힘든데요.. 트래커추가가 안된거...,<span>sk<b>브로드</b><b>밴드</b> 토렌트가 안되네요</span>
모두의공원,2014-03-31,인터넷은 되는데 토렌트만!!! 왤까여 몇일전부터 계속 그러네요 토렌트 속도만 40kb 컴 문젠가 했더니 까페오니 또 잘됨 ㅜ 에잇 갈아타야지 #CLiOS,<span>sk<b>브로드</b><b>밴드</b> 토렌트가 안되네요</span>
모두의공원,2014-03-30,느려도 좀 적당히 느려야지!! 가족이 다 스크라 인터넷은 공짜로 쓰는데 돈내더라도 딴걸로 갈아타야겠어요.. 이거 뭐 속터져서 화병걸릴듯 ㅜ #CLiOS,<span>티 <b>브로드</b><b>밴드</b> 심심하면 느려지네요..</span>
모두의공원,2014-03-28,"없을 정도로 속도가 다운되었습니다. 지하철 KT와이파이로 업로드하니 1MB이상 나오네요. 직장에서 SK,로 업로드하니.. LG정도는 아니지만 역시 업로드 속도가 다운되었습니다. 인터넷 만큼은 LG...",<span>LG유플러스 인터넷 진리라고 생각했는데... 이젠 아닙니다.</span>
모두의공원,2014-01-07,"윗글에 댓글을 달려다가 이미 몇페이지 뒤로 밀려나서 그냥 새로 글을 씁니다. SK,를 사용중인데 저는 약 8개월 전에 몇몇 사이트가 접속이 안 되는 문제를 발견했고 여전히 일부 사이트는 접속이 안...",<span>몇페이지 뒤에 있는 글의 SK <b>브로드</b><b>밴드</b> 해외망 차단..</span>
모두의공원,2014-01-07,https://docs.google.com/spreadsheet/lv?key=0AqjJUWht5mh_dF9lV3NuX1ZWU0U2WkdKX3VhUl9weFE&usp=drive_web SKB 이용자분들은 한번 확인해보새요.. ㅇㅅㅇ 어쩐지 저녁만 되면 페이스북이 느리다...,<span>SK<b>브로드</b><b>밴드</b>도 해외망 임의차단을 하는군요.docs</span>
모두의공원,2014-01-02,"사용하는 PC 는 두 대 까지 밖에 못 쓴다는 것인가요? 현재까지는 KT 만 그런 것 같은데.. SK,랑 LGU+는 약관상 그렇습니다. kt 삽질 헤프닝이죠 개인은 근데 조금씩 옥죄어 오는거 아닌가? 란 의심이...",<span>kt공유기문제는 해프닝이었던듯..괜히 인터넷바꿀뻔했네요</span>
모두의공원,2014-03-11,"10일 통신업계에 따르면 SK텔레콤과 LG유플러스, KT 등 이동통신 3사와 초고속 인터넷회사 SK, 총 4곳에서 고객들의 개인정보가 유출됐습니다. 후략 2014/03/11 09:31 자 기사네요 ..... 기회는 이떄...",<span>왠 다른 유출 사건이.........</span>
모두의공원,2014-03-11,"SK텔레콤, KT, LG유플러스 등 이동통신 3사를 비롯해 SK텔레콤 자회사인 SK,의 고객 개인정보 1500만건이 유출됐다. 11일 업계에 따르면 경찰은 이들 통신 3사와 SK,에서 1500만건의 개인 정보...",<span>통신사들 정보유출 거기서 거기네요~</span>
모두의공원,2014-03-11,"드세요 여기저기 완전 파티네요 from CV 에헤라디야~~~~ 풍악을 울려라 LG유플러스가 250만명, SK, 150만명, KT 6만명, SK텔레콤 4만명 담당자, 책임자, ceo 구속시켜서 실형살려야 해결될겁니다.. 제...",<span>통신 3사 모조리 털렸다... 고객정보 1500만건 또 유출</span>
모두의공원,2014-08-10,"만든 건지 정말 궁금한 광고입니다 광고 성공했네요. 이렇게 한 번 더 언급되니. 갤럭시 에스 파이브 , 엘티이 에이from CV ㅋㅋㅋ그냥 쾅대옄 이라 해요 광대역이라고 안해요...,로 나옵니다...",<span>삼성광고중에 이건 마술이 아닙니다..</span>
모두의공원,2014-03-26,"1월 30일부터 갑자기 사라졌다고 하네요. 혹시 힌트가 되실 만한 정보가 얻을 수 있을까요? 혹시 sk,가 팔링고를 막았을까요? ---- netname: broadNnet-KR that's from whois SK Broadband Co Ltd a lot...",<span>팔링고(Palringo) 메신저 사용자들이 갑자기 사라졌다고 합니다.</span>
모두의공원,2014-03-20,"아오 인증해야하는데 미치겠네요 이게 지금 몇시간째인지 ㅜㅜ 네 집 회사 인터넷은 됩니다 ,랑 상관없죠 skt 인증 모듈 문젠데 ＊ SKT랑 SKP,B 랑은 다르니까요 ㅠㅠ 아마 회선도 다른거 쓰지...",<span>SK <b>브로드</b><b>밴드</b>는 잘 되나요?</span>
모두의공원,2014-03-14,"클리앙 직접홍보를 통해, sk ,인터넷을, 일년 약정으로 저렴하게 잘 이용했습니다. 그리고 마침 약정이 끝나갈 무렵에 이사를 했는데, 건물주가 인터넷을 관리비에 포함했으니, 우리꺼 쓰면...",<span>sk 인터넷 해지방어 너무 심하네요.. : 클리앙</span>
모두의공원,2014-03-13,"참 자알 생겼다 트윗 지운것 같더라고요? from CV 경찰과 통신업계에 따르면 LG U+ 250만명, SK ,를 포함한 SKT 154만명, KT 6만명 고객정보가 유출돼 -중복 가입자 등을 제외하면 고객 숫자로는 410만...",<span>통신업계 1위.jpg</span>
모두의공원,2014-01-01,"수신료 배분 협상을 벌이고 있는 것으로 파악됐다. KT와는 이미 합의가 끝났고, KT스카이라이프와 SK,와 LG유플러스과의 협상도 조만간 마무리될 전망이다. 종편PP들은 유료방송측에 YTN 수준의...","<span>종편, 수신료 100억원 챙긴다..중소PP '위기'.gisa</span>"
모두의공원,2013-12-30,"1~2시간 간격으로 끊겼다 다시 붙는 현상이 발생. 유무선이 다 끊겼다가 몇초후 자동으로 붙는 SK, , 기사님 2번 왔다가서 테스트 직접적으로 들어오는 회선에는 문제없다고 판단 공유기 원인일듯 전화...",<span>iptime n904ns 불량 욕해봅니다.</span>
모두의공원,2013-12-24,살던 곳을 잠시 옮기게 되서 오피스텔에 잠시 머물게 되었습니다... 급하게 이사하고 인터넷을 옮길려고 전화를 하니 사용가능지역인지 확인하고 기술부서에서 전화를 주겠답니다... 근데 이틀이 지나도 전화가...,<span>SK<b>브로드</b><b>밴드</b>...왕짜증...</span>
모두의공원,2013-12-20,"husband는 어디갔죠?? ,로 대체합니다. 2년 약정인가요 엄허 심각한 성 차별이네요 ㅡㅡ 여성을 위한 서비스는 없는지 ㅋㅋ #CLiOS",<span>통신사의 끼워팔기 참 문제네요.jpg</span>
모두의공원,2013-12-07,"iptime 804n 씁니다. 예전에 SK, 공유기를 썼을때도 15정도는 꾸준히 나왔던것 같은데 iptime은 그렇지가 않네요.. 커버리지도 거실에 두고 쓰면 방에 들어갔을때 끊기는 일이 다반사고 이래저래 짜증...",<span>공유기가 느려터진건지 폰이 느려터진건지.. : 클리앙</span>
모두의공원,2014-03-11,"10일 경찰이 SK텔레콤과 LG유플러스, KT 등 이동통신 3개사와 초고속 인터넷 회사 SK, 등 4곳에서 1500만건의 고객정보가 유출된 사실을 파악하고 수사에 나선 것으로 알려졌습니다.정보유출 고객 숫자...",<span>통신 3사 모두 털렸다..</span>
모두의공원,2014-03-10,"위약금에 사은품 까지 준다 꼬시길래 ip티비 머 다 거기서 거기지 하고 스크 ,로 갈아탔는데 이거 생각보다 화질차가 마니 나네요 머 보다보면 익숙해지겠지만 암튼 생각보다 심합니다.. 내년에 다시...",<span>엘지 쥐티비 볼땐 몰랐는데</span>
모두의공원,2014-03-08, 쓰고있는데요 다운로드 속도는 3군데 비슷할꺼같고.... 해외 사이트 접속이나 바이두 클라우드 스트리밍 이용..ㅡ리고 셋탑박스 비교하면 어디가 좋을까요? 지금 사용중인건 공유기가 이상한건지...,<span><b>브로드</b><b>밴드</b> vs 올레 vs 유플</span>
모두의공원,2014-03-05,"기존 SK인터넷 5년 사용하고 당연히 무약정 상태인줄알고 타인터넷 가입 후 사은품 확인하고 룰루랄라 SK,에 해지신청 전화했더니 ""2011년 8월에 무선결합 할인 하셨죠? 그때부터 다시 3년약정...",<span>인터넷 이전 설치 신청중인데 멘붕이네요... : 클리앙</span>
모두의공원,2014-03-04,"할인""이라는 할인 프로그램이 있었군요.... 허허.. 전 여태 저게 ""온가족 결합상품"" 그건줄알고.. , 인터넷+전화 무료사용만해도 감지덕지 하고 있었는데... ㅠㅠ 여태 가족이 몇 년 동안 할인도 못받고...",<span>Aㅏ.. 새벽에 알게 된 (나만) 몰랐던 요금제 이야기......</span>
모두의공원,2013-10-21,"이상... 17220원입니다 같은 조건인데.. 전 왜... ㅜㅜ 어떻게 할인 받고 계시는지 좀 알려주세요 sk, 온가족할인 50프로 부가세 포함 1.1만원요... +1 전 sk 4년째 이용중인데 1만 8천원이에요.1...",<span>인터넷 요금 얼마나 나오시나요?</span>
모두의공원,2014-03-11,"있던 정보를 불법으로 판매한게 걸림. 유출된 개인정보 수는 LG유플러스 250만명 SK텔레콤이 4만명 SK, 150만 KT 6만명 출처...",<span>통신사 개인정보유출?!</span>
모두의공원,2013-12-06,"그래서 제가 내년에 vip가 되나요 하긴 올해는 워낙 전화비를 몇 달 난리쳐놔서 ㅠ with ClienS SK,랑 묶는것도 더 좋은것 같아요..ㅎㅎ 순수하게 요금제로만 썼을때 기준이더군요. 할인되면 또 할인...",<span>요즘 SKT 행보는 괜찮네요..ㅎ</span>
